$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.8,1.4,1*26
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.8,1.4,1*26
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.8,1.4,1*26
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.8,1.4,1*26
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.8,1.4,1*26
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.4,0.7,1.2,1*2D
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.4,0.7,1.2,1*2D
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.4,0.7,1.2,1*2D
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.4,0.7,1.2,1*2D
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.4,0.7,1.2,1*2D
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,18,20,24,25,,,,,,,1.6,0.7,1.4,1*2D
$GPGSA,M,3,12,13,18,20,24,25,,,,,,,1.6,0.7,1.4,1*2D
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.3,0.7,1.1,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.5,0.7,1.4,1*2A
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
$GPGSA,M,3,12,13,15,18,20,24,25,,,,,,1.6,0.7,1.4,1*29
